,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,WAVE,C,0.16,0.0,482.87,SERVICE,MEDIA,,
1,TTB,,1.36,0.0,277.54,FINCIAL,BANK,,กลาง
2,IRPC,,3.08,-4.94,185.81,RESOURC,ENERG,,โรงกลั่นนํ้ามัน
3,GRAND,,0.23,0.0,127.49,SERVICE,TOURISM,,โรงแรม
4,SIRI,,1.36,1.49,100.58,PROPCON,PROP,ITD NWR SIRI,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
5,CGD,,0.49,0.0,78.57,PROPCON,PROP,,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
6,BANPU,,12.6,-2.33,68.16,RESOURC,ENERG,,ถ่านหิน
7,OR,,24.3,-2.41,67.46,RESOURC,ENERG,,ผลิตภัณฑ์ปิโตรเลียมและธุรกิจค้าปลีกสินค้าและบริการอื่นๆ (Non-Oil)
8,SVT,,3.9,8.33,65.83,SERVICE,COMM,,เครื่องจําหน่ายสินค้าอัตโนมัติ SUNVENDING
9,QH,,2.22,2.78,62.66,PROPCON,PROP,,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
