,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,TKN,,9.35,29.86,75.12,AGRO,FOOD,,ขนมสาหร่าย
1,NFC,,7.0,23.89,39.79,INDUS,PETRO,,แอมโมเนีย กรดกํามะถัน
2,AQUA,,0.74,8.82,671.27,SERVICE,MEDIA,,
3,ICHI,,11.2,6.67,38.33,AGRO,FOOD,,เครื่องดื่ม
4,MIPF,,14.5,6.62,0.0,PROPCON,PF&REIT,,
5,SINGER,,36.5,6.57,13.28,SERVICE,COMM,JMART JMT SINGER J,เครื่องใช้ไฟฟ้าและปล่อยสินเชื่อ
6,ICC,,33.75,5.47,0.0,SERVICE,COMM,,เครื่องนุ่งห่ม
7,BCH,,19.8,5.32,75.62,SERVICE,HELTH,,โรงพยาบาลขนาดใหญ่
8,GEL,,0.21,5.0,6.26,PROPCON,CONMAT,,คอนกรีต
9,CMAN,,1.98,4.76,5.9,INDUS,PETRO,,ปูนไลม์
