,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,TC,,16.3,21.64,28.97,AGRO,FOOD,,อาหารทะเลแช่แข็ง
1,S&J,,34.75,15.83,0.0,CONSUMP,PERSON,,
2,HANA,,44.25,13.46,30.51,TECH,ETRON,,วงจรอิเล็กทรอนิกส์สําหรับยานยนต์และเครื่องใช้ไฟฟ้า
3,TVI,,13.1,11.02,3.02,FINCIAL,INSUR,TIPH BLA THRE THREL TVI,ประกันวินาศภัย
4,NCH,,1.74,10.13,16.95,PROPCON,PROP,CMC NCH RICHY CI SAMCO PROUD CHEWA,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
5,VGI,,4.24,9.84,150.17,SERVICE,MEDIA,,ธุรกิจโฆษณา
6,TU-PF,,0.97,8.99,0.01,PROPCON,PF&REIT,,
7,AH,,33.0,8.2,13.26,INDUS,AUTO,,ชิ้นส่วนยานยนต์
8,JKN,,4.96,7.83,90.28,SERVICE,MEDIA,,
9,JAS,,2.54,6.72,87.96,TECH,ICT,MONO JAS,บริการสื่อสารโทรคมนาคม
