,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,JKN,,4.46,17.37,296.9,SERVICE,MEDIA,,
1,WAVE,C,0.24,9.09,105.92,SERVICE,MEDIA,,
2,MNIT2,,4.98,7.79,0.0,PROPCON,PF&REIT,,
3,GUNKUL,,5.35,7.0,144.07,RESOURC,ENERG,,ผลิตไฟฟ้า
4,INSURE,,242.0,6.61,0.0,FINCIAL,INSUR,,ประกันวินาศภัย
5,BCT,,61.25,6.52,0.05,INDUS,PETRO,,คาร์บอนแบล็ค
6,AP,,10.2,6.25,44.07,PROPCON,PROP,AP LH SPALI PSH SC,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
7,AIT,,6.3,5.88,25.09,TECH,ICT,,วางระบบคอมพิวเตอร์
8,CWT,,2.92,5.8,24.27,INDUS,AUTO,,โรงฟอกหนัง
9,FSS,,3.78,5.59,3.33,FINCIAL,FIN,,โบรคเกอร์
