,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,WAVE,C,0.22,15.79,39.41,SERVICE,MEDIA,,
1,M-PAT,,3.98,9.34,0.0,PROPCON,PF&REIT,,
2,SNNP,,20.8,8.33,22.14,AGRO,FOOD,,ปลาเส้นเบนโตะ ขนมปังตราดอกบัว
3,NSI,,198.0,7.32,0.13,FINCIAL,INSUR,,
4,THRE,,1.1,6.8,10.78,FINCIAL,INSUR,TIPH BLA THRE THREL TVI,ประกันชีวิต
5,DELTA,,666.0,6.39,6.12,TECH,ETRON,,ชิ้นส่วนอิเล็คทรอนิกส์ สถานีชาร์จรถไฟฟ้า
6,TPIPL,,1.76,6.02,45.64,PROPCON,CONMAT,,ปูนซีเมนต์
7,SLP,,0.76,5.56,3.47,INDUS,PKG,SALEE SLP COLOR,ฉลากสินค้า
8,ICHI,,10.5,5.53,13.19,AGRO,FOOD,,เครื่องดื่ม
9,WHA,,3.74,4.47,164.77,PROPCON,PROP,,นิคมอุตสาหกรรม
