,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,SHREIT,,3.0,29.31,0.44,PROPCON,PF&REIT,,
1,PDJ,,3.54,22.07,144.03,CONSUMP,FASHION,,จิวเวอรี่
2,SABUY,,12.7,7.63,26.93,SERVICE,COMM,,ตู้อัตโนมัติ
3,BRR,,7.5,7.14,5.35,AGRO,FOOD,,นํ้าตาล
4,SITHAI,,1.65,6.45,46.47,INDUS,PKG,,ซุปเปอร์แวร์
5,PPPM,"C, NP",0.17,6.25,114.13,AGRO,AGRI,,อาหารสัตว์
6,JWD,,19.5,5.98,37.79,SERVICE,TRANS,JWD WICE III LEO SONIC NCL,บริการทางด้านโลจิสติกส์
7,ESTAR,,0.36,5.88,7.66,PROPCON,PROP,,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
8,ROCK,,8.5,5.59,0.0,CONSUMP,HOME,,เฟอร์นิเจอร์สํานักงาน
9,PCC,,3.6,5.26,42.23,RESOURC,ENERG,,โรงไฟฟ้าพลังงานทดแทน และติดตั้งระบบไฟฟ้า
