,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,WAVE,C,0.15,25.0,1195.69,SERVICE,MEDIA,,
1,AAI,,7.85,-11.8,410.49,,,,อาหารทะเลแช่แข็ง
2,TRITN,,0.22,15.79,316.94,PROPCON,CONS,,รับเหมาขนาดเล็ก
3,BTG,ST,36.25,-9.38,228.32,,,,
4,TTB,,1.37,0.0,189.87,FINCIAL,BANK,,กลาง
5,U,,1.58,-4.24,163.39,PROPCON,PROP,,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
6,JKN,,4.86,-0.82,104.76,SERVICE,MEDIA,,
7,KC,C,0.22,-15.38,97.0,PROPCON,PROP,,
8,WHA,,3.88,1.04,95.92,PROPCON,PROP,,นิคมอุตสาหกรรม
9,SIRI,,1.33,-0.75,78.46,PROPCON,PROP,ITD NWR SIRI,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
