,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,TTB,,1.36,-0.73,200.07,FINCIAL,BANK,,กลาง
1,WHA,,3.94,1.55,176.76,PROPCON,PROP,,นิคมอุตสาหกรรม
2,BANPU,,13.0,0.78,151.87,RESOURC,ENERG,,ถ่านหิน
3,U,,1.53,-4.38,121.92,PROPCON,PROP,,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
4,WAVE,C,0.15,7.14,104.45,SERVICE,MEDIA,,
5,IRPC,,3.24,1.25,97.04,RESOURC,ENERG,,โรงกลั่นนํ้ามัน
6,EE,,0.7,4.48,88.58,AGRO,AGRI,,ผลิตพลังงานสะอาด/ธุรกิจเอทานอล
7,AAI,,7.4,-5.73,88.1,,,,อาหารทะเลแช่แข็ง
8,SIRI,,1.35,2.27,82.68,PROPCON,PROP,ITD NWR SIRI,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
9,GRAND,,0.22,-4.35,82.63,SERVICE,TOURISM,,โรงแรม
