,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,PPPM,"C, NP",0.17,13.33,58.68,AGRO,AGRI,,อาหารสัตว์
1,INSURE,,250.0,12.11,0.01,FINCIAL,INSUR,,ประกันวินาศภัย
2,JTS,,62.5,10.62,8.58,TECH,ICT,JTS ZIGA UPA ECF AJA COMAN MVP,ทำ Bitcoin mining เพิ่ม
3,TSR,,3.78,10.53,13.3,CONSUMP,HOME,,เครื่องกรองนํ้า
4,IT,,5.5,10.0,3.68,SERVICE,COMM,,สินค้าไอที
5,ITEL,,3.96,9.39,87.09,TECH,ICT,ILINK ITEL,โทรคมนาคมและ data center
6,TEAMG,,17.0,8.97,16.54,PROPCON,CONS,,ที่ปรึกษาด้านวิศวกรรมและสิ่งแวดล้อม
7,SUPER,,0.75,8.7,168.87,RESOURC,ENERG,,ไฟฟ้าเซลล์แสงอาทิตย์
8,RSP,,2.6,8.33,13.46,SERVICE,COMM,,นําเข้าสินค้าแฟชั่น
9,SRICHA,,9.8,8.29,1.1,PROPCON,CONS,,งานก่อสร้างโลหะ
