,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,NCAP,,3.76,23.68,75.52,FINCIAL,FIN,NCAP SAK MICRO,สินเชื่อจักรยานยนต์
1,TWZ,,0.07,16.67,6.05,TECH,ICT,,
2,TU-PF,,0.99,8.79,0.0,PROPCON,PF&REIT,,
3,MICRO,,4.48,7.69,4.91,FINCIAL,FIN,NCAP SAK MICRO,สินเชื่อรถบรรทุก
4,WAVE,C,0.14,7.69,1.59,SERVICE,MEDIA,,
5,TRC,C,0.29,7.41,12.05,PROPCON,CONS,,งานวางระบบในอุตสาหกรรมพลังงาน
6,JWD,,21.9,6.83,12.34,SERVICE,TRANS,JWD WICE III LEO SONIC NCL,บริการทางด้านโลจิสติกส์
7,TPA,,6.4,6.67,0.0,INDUS,PETRO,,
8,ROJNA,,6.05,6.14,2.95,PROPCON,PROP,,นิคมอุตสาหกรรม
9,RBF,,13.0,4.84,5.38,AGRO,FOOD,,วัตถุดิบที่ใช้เป็นส่วนผสมในอาหารและธุรกิจโรงแรม
