,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,AQ,C,0.03,50.0,15.48,PROPCON,PROP,,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
1,KAMART,,7.0,9.38,26.15,SERVICE,COMM,DDD BEAUTY KAMART RS KISS,เครื่องสําอางค์
2,S&J,,38.0,9.35,0.01,CONSUMP,PERSON,,
3,AQUA,,0.69,7.81,312.04,SERVICE,MEDIA,,
4,TC,,17.5,7.36,20.19,AGRO,FOOD,,อาหารทะเลแช่แข็ง
5,POLY,,7.3,7.35,292.15,,,,
6,URBNPF,,2.24,6.67,0.0,PROPCON,PF&REIT,,
7,KISS,,8.95,5.92,6.36,CONSUMP,PERSON,DDD BEAUTY KAMART RS KISS,เครื่องสําอางค์
8,CHOTI,,159.5,5.63,0.02,AGRO,FOOD,,อาหารทะเลแช่แข็ง
9,M-PAT,,3.92,5.38,0.0,PROPCON,PF&REIT,,
