,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,TTB,,1.33,3.1,878.28,FINCIAL,BANK,,กลาง
1,WHA,,3.74,4.47,164.77,PROPCON,PROP,,นิคมอุตสาหกรรม
2,SUPER,,0.69,-4.17,106.68,RESOURC,ENERG,,ไฟฟ้าเซลล์แสงอาทิตย์
3,PCC,,3.16,-7.6,85.97,RESOURC,ENERG,,โรงไฟฟ้าพลังงานทดแทน และติดตั้งระบบไฟฟ้า
4,BANPU,,12.4,-1.59,90.57,RESOURC,ENERG,,ถ่านหิน
5,KTB,,17.7,2.91,83.15,FINCIAL,BANK,,กลาง
6,TRUE,,4.94,-1.2,76.73,TECH,ICT,,บริการสื่อสารโทรคมนาคม
7,TRC,C,0.26,-7.14,69.51,PROPCON,CONS,,งานวางระบบในอุตสาหกรรมพลังงาน
8,STARK,,3.38,3.68,103.68,INDUS,IMM,,สายไฟฟ้า
9,PTT,,35.0,0.72,67.02,RESOURC,ENERG,,พลังงาน ปิโตรเคมี
