,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,TTB,,1.38,3.76,1363.39,FINCIAL,BANK,,กลาง
1,JKN,,4.46,17.37,296.9,SERVICE,MEDIA,,
2,SIRI,,1.3,1.56,220.14,PROPCON,PROP,ITD NWR SIRI,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
3,WHA,,3.74,0.0,199.05,PROPCON,PROP,,นิคมอุตสาหกรรม
4,GUNKUL,,5.35,7.0,144.07,RESOURC,ENERG,,ผลิตไฟฟ้า
5,TRUE,,4.84,-2.02,134.89,TECH,ICT,,บริการสื่อสารโทรคมนาคม
6,WAVE,C,0.24,9.09,105.92,SERVICE,MEDIA,,
7,BANPU,,12.5,0.81,77.83,RESOURC,ENERG,,ถ่านหิน
8,OR,,24.7,-4.08,76.16,RESOURC,ENERG,,ผลิตภัณฑ์ปิโตรเลียมและธุรกิจค้าปลีกสินค้าและบริการอื่นๆ (Non-Oil)
9,LH,,9.15,1.1,72.13,PROPCON,PROP,AP LH SPALI PSH SC,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
