,symbol,sign,last,percentChange,totalVolume,industry,sector,cors,detail
0,SIRI,,1.73,1.17,605.12,PROPCON,PROP,ITD NWR SIRI,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
1,U,,1.49,3.47,117.69,PROPCON,PROP,,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
2,TTB,,1.38,-0.72,82.82,FINCIAL,BANK,,กลาง
3,NCAP,,3.76,23.68,75.52,FINCIAL,FIN,NCAP SAK MICRO,สินเชื่อจักรยานยนต์
4,AURA,,15.3,4.79,52.9,,,,
5,SVI,,11.6,4.5,44.19,TECH,ETRON,,วงจรไฟฟ้า อิเล็กทรอนิกส์สําเร็จรูป
6,SC,,4.36,-0.91,39.24,PROPCON,PROP,AP LH SPALI PSH SC,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
7,BLAND,,1.07,-0.93,36.15,PROPCON,PROP,,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
8,NUSA,,1.16,0.87,35.47,PROPCON,PROP,NUSA JSP EVER PF,คอนโดและบ้านจัดสรร พัฒนาอสังหาริมทรัพย์
9,IRPC,,3.04,-0.65,34.93,RESOURC,ENERG,,โรงกลั่นนํ้ามัน
